stcofips,langoha,langstr,lep,se,b
41027,und,und,0,0,0
41027,und,und,1,0,0
41027,pan,pan,0,.0163882857557821,.0081941429525614
41027,pan,pan,1,.0089168118154537,.00445840600878
41027,per,per,0,111.5230847739606,55.76154327392578
41027,per,per,1,.0035534172497335,.0017767086392269
41027,pol,pol,0,71.42670658837982,.0412426115944982
41027,pol,pol,1,0,0
41027,por,por,0,6.756120379507566,.0149910734035075
41027,por,por,1,.0028529397902017,.0014264698838815
41027,rus,rus,0,50.04368959901799,.0727492542937398
41027,rus,rus,1,0,0
41027,hbs,hbs,0,85.61560737717451,42.80780410766602
41027,hbs,hbs,1,0,0
41027,spa,spa,0,13321.1444210886,3492.000015258789
41027,spa,spa,1,11735.7904026529,2523.999969482422
41027,tam,tam,0,1.108543299144644,.5542716383934021
41027,tam,tam,1,.008822293837521,.0044111469760537
41027,tel,tel,0,1.397474287543785,.6987371444702148
41027,tel,tel,1,.006940976639767,.003470488358289
41027,tgl,tgl,0,0,0
41027,tgl,tgl,1,47.53998111787067,17
41027,tha,tha,0,68.43259471575844,2.849644899368286
41027,tha,tha,1,1.066260884852902,.0113820461556315
41027,ukr,ukr,0,197.528973349481,.0566105600446463
41027,ukr,ukr,1,0,0
41027,urd,urd,0,.0129912969621441,.0064956485293806
41027,urd,urd,1,.0026179595911142,.0013089798158035
41027,vie,vie,0,0,0
41027,vie,vie,1,0,0
41027,yid,yid,0,0,0
41027,yid,yid,1,0,0
41027,yor,yor,0,30.8652067226449,24.46926817856729
41027,yor,yor,1,0,0
41029,afa,afa,0,14.17702981722464,10.45218086242676
41029,afa,afa,1,.019624161775181,.011541917687282
41029,ara,ara,0,95.57461461082546,70
41029,ara,ara,1,2.519920614748125,2
41029,arm,arm,0,.0030373172041108,.0015186585951596
41029,arm,arm,1,.0020309968466297,.0010154984192923
41029,ben,ben,0,.0024592741333946,.0012296370696276
41029,ben,ben,1,.0015082059309102,.0007541029481217
41029,swa,swa,0,.0075315729803961,.0037657865323126
41029,swa,swa,1,.009389503629642,.006639369064942
41029,chn,chn,0,61.17980073176216,143.0000038146973
41029,chn,chn,1,71.6965354007888,171.0000038146973
41029,eng,eng,0,1055.743225321621,190811
41029,eng,eng,1,0,0
41029,fre,fre,0,88.03345755130546,278.9994888305664
41029,fre,fre,1,18.68588612199552,22.99917697906494
41029,ger,ger,0,212.4166736904586,591.362663269043
41029,ger,ger,1,42.00145319286584,58.99576950073242
41029,gre,gre,0,13.71872497417279,20.41159248352051
41029,gre,gre,1,.0019397818233235,.0009698909125291
41029,guj,guj,0,.0037901782984583,.0018950891681015
41029,guj,guj,1,.0020447990529166,.0010223995195702
41029,hat,hat,0,.0010234442360243,.0005117221153341
41029,hat,hat,1,.0016445658725322,.0008222829201259
41029,heb,heb,0,12.57424787391781,19.11721229553223
41029,heb,heb,1,.0054344730730517,.0027172365225852
41029,hin,hin,0,.0022866958472404,.0011433479376137
41029,hin,hin,1,.0024319730998396,.0012159865582362
41029,hmn,hmn,0,5.75002753209696,5.958585739135742
41029,hmn,hmn,1,.0026107323437295,.0013053661677986
41029,ita,ita,0,137.1896626573557,236.5898780822754
41029,ita,ita,1,.0022690700882331,.0011345350649208
41029,jpn,jpn,0,130.6805120613054,456.3812570571899
41029,jpn,jpn,1,51.85802150613972,91.00917053222656
41029,khm,khm,0,.0024210444914451,.0012105222558603
41029,khm,khm,1,.0015950768864147,.0007975384360179
41029,kor,kor,0,19.54593329901806,28
41029,kor,kor,1,83.06840398858604,87
41029,mal,mal,0,.0027692787508816,.0019581313827075
41029,mal,mal,1,.0043439623290812,.0021719811484218
41029,nav,nav,0,.0031356511323425,.0015678255585954
41029,nav,nav,1,.0030304719244455,.0015152359846979
41029,qas,qas,0,.0103021841190388,.0071476381272078
41029,qas,qas,1,.0174803939276964,.0087401969358325
41029,qie,qie,0,85.60810629706471,249.3222389221191
41029,qie,qie,1,65.76109403479525,96.53355829732027
41029,nep,nep,0,83.56798719755093,101.7592950293329
41029,nep,nep,1,.007162645410179,.0045214380370453
41029,qna,qna,0,13.25134280681742,7.165276554354932
41029,qna,qna,1,.0033302436852394,.0016651218757033
41029,map,map,0,82.22201475125948,139.6258359164931
41029,map,map,1,42.6724425495245,74.9728537077317
41029,qsl,qsl,0,25.69265658186959,24.43192386627197
41029,qsl,qsl,1,.0028621229600215,.0020236317068338
41029,und,und,0,260.6657379732231,228.2578639984131
41029,und,und,1,33.86654331602201,33.97357583045959
41029,pan,pan,0,.0025830382853357,.0012915191473439
41029,pan,pan,1,.005418804991725,.0027094024699181
41029,per,per,0,60.40450196319704,110.5387954711914
41029,per,per,1,56.18076033689158,59.1270751953125
41029,pol,pol,0,64.33885134946652,128.2535591125488
41029,pol,pol,1,16.41176432626246,17.26395988464355
41029,por,por,0,30.85331440190048,38.36989402770996
41029,por,por,1,8.168626770631102,6.325103759765625
41029,rus,rus,0,124.7788960048276,321.3127470016479
41029,rus,rus,1,61.07164415593925,104.7317199707031
41029,hbs,hbs,0,.0019232608331971,.0009616304305382
41029,hbs,hbs,1,.0025962488459168,.0012981244362891
41029,spa,spa,0,821.7967049208399,11185.00018310547
41029,spa,spa,1,517.2339452332595,4642
41029,tam,tam,0,.0015936399340086,.0007968199788593
41029,tam,tam,1,.0021960039415599,.001098001957871
41029,tel,tel,0,.0017646228644894,.000882311433088
41029,tel,tel,1,.0025447993670492,.0012723996769637
41029,tgl,tgl,0,80.52647428966102,220.9999923706055
41029,tgl,tgl,1,65.10235658942074,105.9999980926514
41029,tha,tha,0,46.71556250884257,86.0223274230957
41029,tha,tha,1,16.24360718790927,24.00258827209473
41029,ukr,ukr,0,.0016216070811648,.0008108035544865
41029,ukr,ukr,1,.0019990636808801,.0009995318250731
41029,urd,urd,0,.0024414489042013,.0012207244290039
41029,urd,urd,1,.0018406477608239,.0009203238878399
41029,vie,vie,0,16.59819267269783,19
41029,vie,vie,1,58.79502980512176,107.9999961853027
41029,yid,yid,0,.0042722056942718,.0021361028775573
41029,yid,yid,1,.0046913646528457,.0023456823546439
41029,yor,yor,0,66.37347812667957,122.6373386383057
41029,yor,yor,1,.0059831704053278,.0042305653914809
41031,afa,afa,0,.005631342526761,.0030784838018008
41031,afa,afa,1,15.320122639337,11.78344559669495
41031,ara,ara,0,0,0
41031,ara,ara,1,0,0
41031,arm,arm,0,.0028055813070766,.0014027906581759
41031,arm,arm,1,0,0
41031,ben,ben,0,9.555121473561272,.0013103381497785
41031,ben,ben,1,0,0
41031,swa,swa,0,3.446729816895132,.2294103191816248
41031,swa,swa,1,12.69007854849191,8.973126888275146
41031,chn,chn,0,0,0
41031,chn,chn,1,0,0
41031,eng,eng,0,269206.198799359,19476.00048828125
41031,eng,eng,1,0,0
41031,fre,fre,0,848.762122520203,.1340170092880726
41031,fre,fre,1,0,0
41031,ger,ger,0,1768.918170560929,57.98340129852295
41031,ger,ger,1,247.8407100904228,14.86960649490356
41031,gre,gre,0,61.82898581028258,.0024214802542701
41031,gre,gre,1,0,0
41031,guj,guj,0,.0034009595932087,.0017004797700793
41031,guj,guj,1,0,0
41031,hat,hat,0,113.7319654316125,56.86598205566406
41031,hat,hat,1,0,0
41031,heb,heb,0,39.27507782654606,.0022771281655878
41031,heb,heb,1,.0638947430349619,.0319473706185818
41031,hin,hin,0,49.27673667506555,.0025241563562304
41031,hin,hin,1,0,0
41031,hmn,hmn,0,.0016795576138148,.0008397788042203
41031,hmn,hmn,1,2.704167600454239,1.352083802223206
41031,ita,ita,0,424.8805099718111,14.95902407169342
41031,ita,ita,1,0,0
41031,jpn,jpn,0,298.92861269996,4.043381556868553
41031,jpn,jpn,1,132.3776622356823,3.368882060050964
41031,khm,khm,0,.0015337801302119,.0007668900652789
41031,khm,khm,1,1.344645268483859,.6723226308822632
41031,kor,kor,0,208.418093174513,8
41031,kor,kor,1,0,0
41031,mal,mal,0,.000612192618266,.0003060963063035
41031,mal,mal,1,4.091750726917571,2.045875310897827
41031,nav,nav,0,30.75745630191259,.0020862389355898
41031,nav,nav,1,.0390272965351224,.0195136480033398
41031,qas,qas,0,28.07118984739987,4.257286022402695
41031,qas,qas,1,11.80834500337579,9.793859839439392
41031,qie,qie,0,305.9396323167726,.0183371161110699
41031,qie,qie,1,0,0
41031,nep,nep,0,.0084145100703836,.0068919913610443
41031,nep,nep,1,0,0
41031,qna,qna,0,143.3666891867123,389.2688751220703
41031,qna,qna,1,.0570488903283399,.0285244453698397
41031,map,map,0,212.6334673918434,16.09710073471069
41031,map,map,1,88.13229923185061,17.5995466709137
41031,qsl,qsl,0,113.59537481644,.49826779961586
41031,qsl,qsl,1,0,0
41031,und,und,0,162.1906791595929,3.493651117198169
41031,und,und,1,2.254012713932206,1.18537237867713
41031,pan,pan,0,.0029383863322908,.0014691931428388
41031,pan,pan,1,0,0
41031,per,per,0,33.35179217097074,.0013264928711578
41031,per,per,1,0,0
41031,pol,pol,0,41.27057814130046,1.258923053741455
41031,pol,pol,1,0,0
41031,por,por,0,91.69974781862815,.002491282299161
41031,por,por,1,0,0
41031,rus,rus,0,462.6896992720932,3.418453812599182
41031,rus,rus,1,0,0
41031,hbs,hbs,0,122.5826570624899,.6219562292098999
41031,hbs,hbs,1,0,0
41031,spa,spa,0,11714.12700012254,2345.000076293945
41031,spa,spa,1,5877.558788519261,967.0000076293945
41031,tam,tam,0,.0002280970386357,.0001140485182987
41031,tam,tam,1,2.246812363813956,1.123406171798706
41031,tel,tel,0,308.2002570367196,19.8528003692627
41031,tel,tel,1,2.632457946992104,1.316228985786438
41031,tgl,tgl,0,159.5744340425496,2
41031,tgl,tgl,1,0,0
41031,tha,tha,0,1.494810425466757,.7474052309989929
41031,tha,tha,1,13.11289337920909,2.727794766426086
41031,ukr,ukr,0,246.1891474323687,1.202398985624313
41031,ukr,ukr,1,0,0
41031,urd,urd,0,66.55176703373472,.0011007408611476
41031,urd,urd,1,0,0
41031,vie,vie,0,0,0
41031,vie,vie,1,0,0
41031,yid,yid,0,.0012388381707457,.0006194190937094
41031,yid,yid,1,5.956139149389857,2.978069543838501
41031,yor,yor,0,273.7241137384402,.0165966707281768
41031,yor,yor,1,14.2607868258927,7.130393505096436
41033,afa,afa,0,41.95020447977856,31.79131329059601
41033,afa,afa,1,22.80370429367551,11.4911140203476
41033,ara,ara,0,0,0
41033,ara,ara,1,0,0
41033,arm,arm,0,.0040841690221814,.002042084466666
41033,arm,arm,1,.0020659740150783,.001032987027429
41033,ben,ben,0,.0030296185730184,.0015148093225434
41033,ben,ben,1,.0014528142884159,.0007264071609825
41033,swa,swa,0,10.42472437837806,8.452900616452098
41033,swa,swa,1,187.7582944689092,.1806042119860649
41033,chn,chn,0,90.30413116434198,25
41033,chn,chn,1,255.6121749533363,15.99999988079071
41033,eng,eng,0,103103.184975053,79731.0009765625
41033,eng,eng,1,0,0
41033,fre,fre,0,73.41886690142967,119.9997501373291
41033,fre,fre,1,25.01012856347841,9.999136924743652
41033,ger,ger,0,387.3369884570193,445.4297313690186
41033,ger,ger,1,136.443386312628,46.99756097793579
41033,gre,gre,0,70.41886052733848,.0013159682275727
41033,gre,gre,1,80.14681962069675,.0010264129377902
41033,guj,guj,0,.0045595481239564,.0022797740530223
41033,guj,guj,1,.0019494615247003,.0009747307631187
41033,hat,hat,0,.0004960279199965,.000248013966484
41033,hat,hat,1,.0017254625841164,.0008627313072793
41033,heb,heb,0,.009171665537367,.0045858328230679
41033,heb,heb,1,.1133862945620198,.056693147867918
41033,hin,hin,0,135.7468130956488,.0025744617450982
41033,hin,hin,1,20.74810194043926,10.37405109405518
41033,hmn,hmn,0,.0023752958496922,.0011876479256898
41033,hmn,hmn,1,.0079042791827546,.0039521395228803
41033,ita,ita,0,66.42138062918822,56.01911926269531
41033,ita,ita,1,236.4800549861447,14.40782451629639
41033,jpn,jpn,0,42.51998323858295,76.21972274780273
41033,jpn,jpn,1,51.73801803089895,25.86900901794434
41033,khm,khm,0,.0023651751771384,.0011825875844806
41033,khm,khm,1,99.17192300495135,49.58596038818359
41033,kor,kor,0,43.86630606305012,15
41033,kor,kor,1,5.094114325664418,1
41033,mal,mal,0,8.679821545572713,6.134660482406616
41033,mal,mal,1,.0125472665021021,.0062736333347857
41033,nav,nav,0,.0087754903084463,.0043877451680601
41033,nav,nav,1,.0586229787880475,.0293114893138409
41033,qas,qas,0,37.73861189092165,22.59014129638672
41033,qas,qas,1,116.785355828278,.0323197171092033
41033,qie,qie,0,382.6254276247075,199.7250664234161
41033,qie,qie,1,104.3166823420097,2.204680315917358
41033,nep,nep,0,.0119092544992199,.007469340111129
41033,nep,nep,1,.0086882357761753,.0043441178277135
41033,qna,qna,0,57.74743433203089,58.73024082183838
41033,qna,qna,1,.0648833280447562,.0324416644871235
41033,map,map,0,143.5894007795777,9.756228808837477
41033,map,map,1,126.2297691600427,69.67033398896456
41033,qsl,qsl,0,35.9570089710007,15.99522972106934
41033,qsl,qsl,1,43.85797223442535,35.51864624023438
41033,und,und,0,.0193163736847956,.0145425685914233
41033,und,und,1,44.05680592873748,31.16179212741554
41033,pan,pan,0,.0033793879676191,.0016896940069273
41033,pan,pan,1,.0051779388469,.0025889694225043
41033,per,per,0,.0028174142904461,.0014087071176618
41033,per,per,1,66.60910193762936,.0009495723061264
41033,pol,pol,0,217.2926768712535,.0015476497937925
41033,pol,pol,1,45.06570859112627,22.5328540802002
41033,por,por,0,131.6239464582718,57.23405456542969
41033,por,por,1,58.18642797414724,.0009144202922471
41033,rus,rus,0,53.05707399193756,.0019268825417385
41033,rus,rus,1,37.63780668672791,18.81890296936035
41033,hbs,hbs,0,121.0789870033195,.0006435603718273
41033,hbs,hbs,1,42.23004509806229,21.11502265930176
41033,spa,spa,0,2602.072143023709,1721
41033,spa,spa,1,1648.867490127694,587.9999847412109
41033,tam,tam,0,5.218321822641195,2.609160900115967
41033,tam,tam,1,.0067456266394755,.0033728133421391
41033,tel,tel,0,5.371151455655922,2.685575723648071
41033,tel,tel,1,.0075732636328442,.003786631859839
41033,tgl,tgl,0,54.58545110345768,64.99999809265137
41033,tgl,tgl,1,245.5001966549461,15.00000023841858
41033,tha,tha,0,.0030369124089215,.0021416345844045
41033,tha,tha,1,72.75487918812532,42.82499313354492
41033,ukr,ukr,0,.0013036042019592,.0006518021109514
41033,ukr,ukr,1,34.02914794931325,17.01457405090332
41033,urd,urd,0,99.26484657533602,.0014744957443327
41033,urd,urd,1,.0017730468238031,.0008865233976394
41033,vie,vie,0,47.94788280980072,29.99999904632568
41033,vie,vie,1,60.32869611310219,94
41033,yid,yid,0,.0040609360592266,.0020304680801928
41033,yid,yid,1,.0960870312070893,.0480435155332088
41033,yor,yor,0,96.82828699861388,40.57028198242188
41033,yor,yor,1,.0048811095591083,.0024405547883362
41035,afa,afa,0,8.934270115173238,7.474224937846884
41035,afa,afa,1,0,0
41035,ara,ara,0,4.909174928042501,4
41035,ara,ara,1,0,0
41035,arm,arm,0,.0009527891044247,.0004763945471495
41035,arm,arm,1,0,0
41035,ben,ben,0,1.69274306824087,.8463715314865112
41035,ben,ben,1,0,0
41035,swa,swa,0,30.04635395901587,24.38960647583008
41035,swa,swa,1,0,0
41035,chn,chn,0,140.6119177942654,49
41035,chn,chn,1,65.23879288932505,74
41035,eng,eng,0,47797.69149237231,60043.0009765625
41035,eng,eng,1,0,0
41035,fre,fre,0,161.0730754798307,39.9998083114624
41035,fre,fre,1,58.58877999755211,16.99920272827148
41035,ger,ger,0,173.0388856084585,87.66720962524414
41035,ger,ger,1,0,0
41035,gre,gre,0,24.51956578827024,6.469134092330933
41035,gre,gre,1,0,0
41035,guj,guj,0,62.97146311327042,.001075700216461
41035,guj,guj,1,0,0
41035,hat,hat,0,.0003830484972284,.0001915242464747
41035,hat,hat,1,.0015948652611215,.0007974326144904
41035,heb,heb,0,.0083053892507564,.0041526947170496
41035,heb,heb,1,0,0
41035,hin,hin,0,4.087074719624532,2.043537378311157
41035,hin,hin,1,0,0
41035,hmn,hmn,0,.0044632573408791,.0022316286340356
41035,hmn,hmn,1,.0001678282268446,.0000839141139295
41035,ita,ita,0,86.56750914474996,.001361875620205
41035,ita,ita,1,0,0
41035,jpn,jpn,0,99.89856305468375,21.65098738670349
41035,jpn,jpn,1,26.18359229309634,.1613180339336395
41035,khm,khm,0,40.45594784231749,.0038293921388686
41035,khm,khm,1,.0001220109116814,.000061005455791
41035,kor,kor,0,38.49870317925495,14
41035,kor,kor,1,0,0
41035,mal,mal,0,.007044522541216,.0035222612787038
41035,mal,mal,1,.0003083172497163,.0001541586243547
41035,nav,nav,0,104.6876585819694,.0045620044693351
41035,nav,nav,1,0,0
41035,qas,qas,0,22.76628675629594,.012696994934231
41035,qas,qas,1,.0010491752928971,.0006272821774473
41035,qie,qie,0,270.4879416214307,7.35217900218413
41035,qie,qie,1,0,0
41035,nep,nep,0,7.130229603466542,4.454302787780762
41035,nep,nep,1,0,0
41035,qna,qna,0,399.8494717986461,186.1821918487549
41035,qna,qna,1,0,0
41035,map,map,0,94.97591064472302,35.7781217173906
41035,map,map,1,.0014795317442905,.0010335839251638
41035,qsl,qsl,0,.0174970703501317,.008748535066843
41035,qsl,qsl,1,42.92065490166127,21.4603271484375
41035,und,und,0,105.4172597722377,19.93971970293205
41035,und,und,1,0,0
41035,pan,pan,0,1.886376960076432,.943188488483429
41035,pan,pan,1,0,0
41035,per,per,0,.0007164012160664,.0003582006029319
41035,per,per,1,0,0
41035,pol,pol,0,.011111067880844,.0055555338039994
41035,pol,pol,1,29.94072513290844,14.97036266326904
41035,por,por,0,106.4355227722986,8.28111457824707
41035,por,por,1,0,0
41035,rus,rus,0,56.44634622755849,106.9765357971191
41035,rus,rus,1,53.97010625693418,25.32740211486816
41035,hbs,hbs,0,.0102590823874873,.0051295412704349
41035,hbs,hbs,1,27.64790106148148,13.82395076751709
41035,spa,spa,0,6671.033863839997,3587.999923706055
41035,spa,spa,1,3529.656585189981,1267
41035,tam,tam,0,.0027783272919437,.0013891636626795
41035,tam,tam,1,.0001766302766979,.0000883151369635
41035,tel,tel,0,.0028351597036452,.0014175798278302
41035,tel,tel,1,.0001687723278127,.0000843861635076
41035,tgl,tgl,0,72,36
41035,tgl,tgl,1,29.09811011400966,29
41035,tha,tha,0,27.52898973589307,19.54580307006836
41035,tha,tha,1,11.3689411501677,4.836549282073975
41035,ukr,ukr,0,48.94733448038182,.0040321508422494
41035,ukr,ukr,1,71.26131865963031,43.4179573059082
41035,urd,urd,0,30.56480751609756,12.60690021514893
41035,urd,urd,1,0,0
41035,vie,vie,0,0,0
41035,vie,vie,1,63.09917757250999,4.999999970197678
41035,yid,yid,0,.0110784844425852,.0055392421782017
41035,yid,yid,1,0,0
41035,yor,yor,0,7.385213891291388,7.332789659500122
41035,yor,yor,1,0,0
41037,afa,afa,0,8.389943818245719,.0274393744766712
41037,afa,afa,1,0,0
41037,ara,ara,0,0,0
41037,ara,ara,1,0,0
41037,arm,arm,0,.0514563766152031,.0257281884551048
41037,arm,arm,1,0,0
41037,ben,ben,0,.0361374162627869,.0180687084794044
41037,ben,ben,1,0,0
41037,swa,swa,0,24.78801358874448,.0181317795068026
41037,swa,swa,1,0,0
41037,chn,chn,0,0,0
41037,chn,chn,1,0,0
41037,eng,eng,0,116684.3964889908,7124
41037,eng,eng,1,0,0
41037,fre,fre,0,194.1524801460826,16.99841356277466
41037,fre,fre,1,0,0
41037,ger,ger,0,269.8354053790824,24.98952341079712
41037,ger,ger,1,0,0
41037,gre,gre,0,32.33937876183109,.0344753339886665
41037,gre,gre,1,0,0
41037,guj,guj,0,62.91093082513687,.0609995573759079
41037,guj,guj,1,0,0
41037,hat,hat,0,.003174088884609,.0015870444476604
41037,hat,hat,1,0,0
41037,heb,heb,0,.014195163590808,.0070975818671286
41037,heb,heb,1,0,0
41037,hin,hin,0,.0287375128864202,.0143687566742301
41037,hin,hin,1,0,0
41037,hmn,hmn,0,0,0
41037,hmn,hmn,1,0,0
41037,ita,ita,0,86.5208219042436,.0572782289236784
41037,ita,ita,1,0,0
41037,jpn,jpn,0,0,0
41037,jpn,jpn,1,0,0
41037,khm,khm,0,0,0
41037,khm,khm,1,0,0
41037,kor,kor,0,0,0
41037,kor,kor,1,0,0
41037,mal,mal,0,0,0
41037,mal,mal,1,0,0
41037,nav,nav,0,104.6802656082439,.0086156828328967
41037,nav,nav,1,0,0
41037,qas,qas,0,0,0
41037,qas,qas,1,0,0
41037,qie,qie,0,214.7908529389953,36.61800688112271
41037,qie,qie,1,0,0
41037,nep,nep,0,.1051827478005396,.0896720308810472
41037,nep,nep,1,0,0
41037,qna,qna,0,619.1128664913031,23.88849675655365
41037,qna,qna,1,0,0
41037,map,map,0,0,0
41037,map,map,1,0,0
41037,qsl,qsl,0,0,0
41037,qsl,qsl,1,0,0
41037,und,und,0,103.9598889839551,.0400286451913416
41037,und,und,1,0,0
41037,pan,pan,0,.0212569178085321,.0106284590438008
41037,pan,pan,1,0,0
41037,per,per,0,.0430834064103336,.021541703492403
41037,per,per,1,0,0
41037,pol,pol,0,0,0
41037,pol,pol,1,0,0
41037,por,por,0,121.4968412012222,.0188729111105204
41037,por,por,1,0,0
41037,rus,rus,0,0,0
41037,rus,rus,1,0,0
41037,hbs,hbs,0,0,0
41037,hbs,hbs,1,0,0
41037,spa,spa,0,11313.31383536672,341.9999961853027
41037,spa,spa,1,5083.041151097441,300.9999942779541
41037,tam,tam,0,0,0
41037,tam,tam,1,0,0
41037,tel,tel,0,0,0
41037,tel,tel,1,0,0
41037,tgl,tgl,0,0,0
41037,tgl,tgl,1,0,0
41037,tha,tha,0,0,0
41037,tha,tha,1,0,0
41037,ukr,ukr,0,0,0
41037,ukr,ukr,1,0,0
41037,urd,urd,0,50.36963225511603,.030358549207449
41037,urd,urd,1,0,0
41037,vie,vie,0,28.53243832239183,17
41037,vie,vie,1,0,0
41037,yid,yid,0,.0203800071998309,.0101900035515428
41037,yid,yid,1,0,0
41037,yor,yor,0,5.37256105667858,.0104755924548954
41037,yor,yor,1,0,0
41039,afa,afa,0,.0080352222435328,.0047180849942379
41039,afa,afa,1,.0114427969915329,.0067335022613406
41039,ara,ara,0,77.59150973407142,124.0000038146973
41039,ara,ara,1,43.03922274883944,35.99999904632568
41039,arm,arm,0,27.22835023721828,29.98274421691895
41039,arm,arm,1,.0014051056912779,.0007025528466329
41039,ben,ben,0,37.54351072760652,60.66623306274414
41039,ben,ben,1,55.97937285774891,22.12594223022461
41039,swa,swa,0,51.13732134914406,40.24566650390625
41039,swa,swa,1,54.17938115281542,102.320957660675
41039,chn,chn,0,276.1456595584453,1073.000007629395
41039,chn,chn,1,230.7022822379206,912.9999752044678
41039,eng,eng,0,2179.490020624091,334530
41039,eng,eng,1,0,0
41039,fre,fre,0,270.9096943632694,1210.363494873047
41039,fre,fre,1,157.4574417017679,322.99951171875
41039,ger,ger,0,260.6186731096556,1213.945419311523
41039,ger,ger,1,42.77563776357908,77.99693512916565
41039,gre,gre,0,12.06390404312463,10.45065116882324
41039,gre,gre,1,20.64313093938196,8.183344841003418
41039,guj,guj,0,.0032325735963231,.0016162868123502
41039,guj,guj,1,15.79402426212453,9.179587364196777
41039,hat,hat,0,96.32096581009684,47.63648986816406
41039,hat,hat,1,.0009526251147418,.0004763125616591
41039,heb,heb,0,130.5200834641934,238.4029083251953
41039,heb,heb,1,42.53274513324217,56.99864482879639
41039,hin,hin,0,27.22512242190717,37.52550321817398
41039,hin,hin,1,.0017685522506072,.0008842761162668
41039,hmn,hmn,0,20.03879903579242,21.50828170776367
41039,hmn,hmn,1,13.92018810802823,13.80780982971191
41039,ita,ita,0,152.7873998829363,423.5234107971191
41039,ita,ita,1,80.82792715759665,84.23134613037109
41039,jpn,jpn,0,159.9818379584461,822.5214691162109
41039,jpn,jpn,1,69.03469065030707,139.9676494598389
41039,khm,khm,0,38.26280566507481,70.89119720458984
41039,khm,khm,1,76.15727263880483,56.31448745727539
41039,kor,kor,0,167.1621207053017,398.9999858736992
41039,kor,kor,1,122.1659687710995,231
41039,mal,mal,0,125.6712001713496,196.5748935274314
41039,mal,mal,1,.0034910859374447,.0017455429770052
41039,nav,nav,0,.0026042708368937,.0013021354097873
41039,nav,nav,1,.0017602982817,.0008801491349004
41039,qas,qas,0,61.83547922486479,67.39621712686494
41039,qas,qas,1,10.67812003630937,11.22423322685063
41039,qie,qie,0,139.0903335247053,317.2976826983504
41039,qie,qie,1,.0122884185038997,.007532000541687
41039,nep,nep,0,75.60733910515897,112.9176406860352
41039,nep,nep,1,70.65955451347658,67.82923316955566
41039,qna,qna,0,74.87687403096123,82.61758899688721
41039,qna,qna,1,.0018593811160949,.0009296905482188
41039,map,map,0,62.50324830529552,126.2543883069884
41039,map,map,1,90.04824099943477,178.0833196640015
41039,qsl,qsl,0,78.30232676243688,79.6609673500061
41039,qsl,qsl,1,.0030912207373782,.0021858223481104
41039,und,und,0,157.682339578165,122.7498912811279
41039,und,und,1,78.71895004192525,39.67050933837891
41039,pan,pan,0,54.9593044577929,83.62258911132813
41039,pan,pan,1,113.4500302458883,126.3093814849854
41039,per,per,0,72.51307633961184,136.1656646728516
41039,per,per,1,92.9245903525407,90.67661285400391
41039,pol,pol,0,45.11751149775439,79.81671142578125
41039,pol,pol,1,31.19065654429324,33.71185684204102
41039,por,por,0,72.24877474580802,194.8582010269165
41039,por,por,1,19.60829063548141,15.51178121566772
41039,rus,rus,0,141.7691859156824,381.6177291870117
41039,rus,rus,1,134.3243336530211,257.2835311889648
41039,hbs,hbs,0,48.55858039502873,80.06669998168945
41039,hbs,hbs,1,.0027050689982923,.0013525345129892
41039,spa,spa,0,855.1726799307845,12690.00006103516
41039,spa,spa,1,638.3572177864053,5446.999908447266
41039,tam,tam,0,.0014980287657493,.000749014376197
41039,tam,tam,1,.001786471097313,.00089323555585
41039,tel,tel,0,12.81635207909155,9.249484062194824
41039,tel,tel,1,.0020471126244444,.0010235563386232
41039,tgl,tgl,0,143.632607041939,766.0000228881836
41039,tgl,tgl,1,56.82368209794195,171.9999961853027
41039,tha,tha,0,84.70050007606073,197.6033325195313
41039,tha,tha,1,27.51111891251171,54.59883499145508
41039,ukr,ukr,0,53.98890628595031,64.837890625
41039,ukr,ukr,1,.0021531604978667,.0010765802580863
41039,urd,urd,0,68.82118828552186,104.9880752563477
41039,urd,urd,1,17.50709172015863,9.943652153015137
41039,vie,vie,0,140.7335639964975,399.0000076293945
41039,vie,vie,1,87.70809031352417,227.9999980926514
41039,yid,yid,0,168.2786733786029,234.9779357910156
41039,yid,yid,1,.0026921210774907,.0013460605405271
41039,yor,yor,0,93.5976832306887,276.0546016693115
41039,yor,yor,1,.0043342550420718,.0030646694358438
41041,afa,afa,0,5.408043359977659,2.704021692276001
41041,afa,afa,1,.0982560762253659,.0491280369460583
41041,ara,ara,0,118.4741656636057,22
41041,ara,ara,1,0,0
41041,arm,arm,0,.0046702594871117,.0023351297713816
41041,arm,arm,1,.0009485756656323,.0004742878372781
41041,ben,ben,0,.0027803291547649,.0013901646016166
41041,ben,ben,1,.0007339432401726,.0003669716243166
41041,swa,swa,0,4.140678434207106,2.070339202880859
41041,swa,swa,1,.045971490167763,.0229857452213764
41041,chn,chn,0,384.6371407463194,27.99999964237213
41041,chn,chn,1,533.5183431802187,90.00000333786011
41041,eng,eng,0,100540.4611089486,44290.9990234375
41041,eng,eng,1,0,0
41041,fre,fre,0,56.76015186673925,117.997739315033
41041,fre,fre,1,0,0
41041,ger,ger,0,406.5152877804459,150.0977115631104
41041,ger,ger,1,35.67218554808976,15.99772787094116
41041,gre,gre,0,.0025798745538134,.0012899372959509
41041,gre,gre,1,.0008595993985943,.0004297996929381
41041,guj,guj,0,.0035709124677186,.0017854562029243
